submittedAt,name,category,subcategory,brand,description,price,costPrice,stockQuantity,unit,status,isFeatured,imageUrl,barcode,weightInGrams,shortDescription,netWeight,packageSize,unitsPerCarton,origin,ingredients,allergens,nutritionalInfo,servingSize,servingsPerPack,storageInstructions,shelfLifeDays,requiresRefrigeration,requiresFreezing,isOrganic,isHalal,isKosher,isVegan,isGlutenFree,nafdacNumber,tags
02/04/2026 17.50.26,DANO MILK UHT SEMI-SKIMMED 1.5% FAT,Beverages,Semi-Skimmed Milk,Arla DANO,Arla DANO UHT Semi-Skimmed Milk offers all the nutritional goodness of milk with reduced fat content. Perfect for a balanced diet. UHT-processed for a long shelf life without refrigeration until opened.,4000,4090,6,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605307/claude/dano-milk-uht-semi-skimmed-1-5-fat-099183.jpg,4100290099183,1000,Arla DANO UHT Semi-Skimmed Milk 1.5% – lighter long-life milk with the same great taste and nutrition.,1L,Carton,12,Denmark,Semi-skimmed UHT milk (1.5% fat),Dairy,"{""calories"": 46, ""protein_g"": 3.4, ""carbs_g"": 4.9, ""fat_g"": 1.5, ""fiber_g"": 0, ""sodium_mg"": 48}",200ml,~5 servings,Store at room temperature. Refrigerate after opening and use within 3 days.,180,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,UHT milk|semi-skimmed milk|DANO|Arla|low fat milk
02/04/2026 18.00.54,Cornflake,Beverages,Flakes,NASCO,"NASCO Cornflakes are made from the finest milled corn, baked to a light, crispy golden finish. Fortified with vitamins and minerals. Ready in seconds, delicious with cold milk, yogurt, or fresh fruit.",2690,2500,8,Carton,Active,Yes,,6301102020052,350,"NASCO Cornflakes – crispy golden corn flakes for a quick, nutritious breakfast the whole family will love.",350g,Carton,12,Nigeria,"Milled corn, sugar, salt, malt flavouring, vitamins and minerals",Gluten,"{""calories"": 370, ""protein_g"": 7, ""carbs_g"": 84, ""fat_g"": 1, ""fiber_g"": 2, ""sodium_mg"": 600}",30g with 125ml milk,~11 servings,"Store in a cool, dry place away from direct sunlight",730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,cereal|cornflakes|breakfast|NASCO
02/04/2026 18.12.17,Nestle Leite Condensado Tradicional,Beverages,Condensed Milk,Nestle,"Nestlé Condensed Milk is made from pure whole milk and cane sugar, slowly cooked to a thick, velvety consistency. Perfect for making brigadeiros, caramel sauces, ice cream, and as a sweetener for coffee or tea.",7950,7000,16,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605316/claude/nestle-leite-condensado-tradicional-120503.jpg,5601001120503,370,"Nestlé Condensed Milk – rich, sweet condensed milk ideal for desserts, baking, and sweetening hot drinks.",370g,Tin,24,Portugal,"Whole milk, sugar",Dairy,"{""calories"": 321, ""protein_g"": 7.7, ""carbs_g"": 54, ""fat_g"": 8, ""fiber_g"": 0, ""sodium_mg"": 100}",15g (1 tbsp),~24 servings,"Store in a cool, dry place away from direct sunlight",730,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,condensed milk|Nestle|dairy|baking|dessert|sweetener
07/04/2026 9.22.42,Salted Peanuts,Snacks,Nuts,SALYSOL,Salysol Salted Peanuts are roasted to perfection and lightly salted for the ideal snack. Packed in a convenient tin to keep them fresh and crunchy. A protein-rich snack great for any occasion.,1000,,123,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605327/claude/salted-peanuts-000530.jpg,8423371000530,60,Salysol salted peanuts – perfectly roasted and salted for an irresistible crunchy snack.,60g,Tin,24,Spain,,Peanuts,"{""calories"": 567, ""protein_g"": 25, ""carbs_g"": 20, ""fat_g"": 46, ""fiber_g"": 8, ""sodium_mg"": 350}",30g,~2 servings,"Store in a cool, dry place. Reseal after opening.",365,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,peanuts|salted peanuts|nuts|snack|Salysol
07/04/2026 9.42.35,SALTED PEANUTS,Snacks,Nuts,SALYSOL,Salysol Salted Peanuts are roasted to perfection and lightly salted for the ideal snack. Packed in a convenient tin to keep them fresh and crunchy. A protein-rich snack great for any occasion.,1000,,34,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605327/claude/salted-peanuts-000530.jpg,8423371000530,30,Salysol salted peanuts – perfectly roasted and salted for an irresistible crunchy snack.,30g,Tin,24,Spain,,Peanuts,"{""calories"": 567, ""protein_g"": 25, ""carbs_g"": 20, ""fat_g"": 46, ""fiber_g"": 8, ""sodium_mg"": 350}",30g,~1 servings,"Store in a cool, dry place. Reseal after opening.",365,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,peanuts|salted peanuts|nuts|snack|Salysol
07/04/2026 9.49.03,Wafer Cappuccino,Assorted Biscuits,Wsfers,Lago,"Lago Wafer Cappuccino is an iconic Italian wafer made with thin, crispy layers filled with rich cappuccino cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",600,,132,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605358/claude/wafer-cappuccino-023032.jpg,8004800023032,45,Lago Cappuccino Wafer – classic crispy Italian wafer with irresistible cappuccino cream filling.,45g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",45g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cappuccino|Italian biscuits|snack
07/04/2026 9.52.17,Poker Lemon,Assorted Biscuits,Wafers,Lago,"Lago Poker Lemon is an iconic Italian wafer made with thin, crispy layers filled with rich lemon cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",600,,99,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605375/claude/poker-lemon-023049.jpg,8004800023049,45,Lago Lemon Wafer – classic crispy Italian wafer with irresistible lemon cream filling.,45g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",45g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|lemon|Italian biscuits|snack
07/04/2026 9.54.43,Poker Cocoa sugar free,Assorted Biscuits,Wafers,Lago,"Lago Poker Sugar Free Cocoa Wafer features delicate, crispy wafer layers filled with cocoa cream – all without added sugar. Perfect for those watching their sugar intake without compromising on taste.",1200,,71,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605406/claude/poker-cocoa-sugar-free-023650.jpg,8004800023650,45,"Lago Cocoa Wafer (Sugar Free) – crispy layered wafer with cocoa cream filling, no added sugar.",45g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",45g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cocoa|Italian biscuits|snack
07/04/2026 10.03.22,Poker Cocoa,Assorted Biscuits,Wafers,Lago,"Lago Poker Cocoa is an iconic Italian wafer made with thin, crispy layers filled with rich cocoa cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",600,,58,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605421/claude/poker-cocoa-023001.jpg,8004800023001,45,Lago Cocoa Wafer – classic crispy Italian wafer with irresistible cocoa cream filling.,45g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",45g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cocoa|Italian biscuits|snack
07/04/2026 10.05.49,Poker Vanilla,Assorted Biscuits,Wafers,Lago,"Lago Poker Vanilla is an iconic Italian wafer made with thin, crispy layers filled with rich vanilla cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",600,,92,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605440/claude/poker-vanilla-023025.jpg,8004800023025,45,Lago Vanilla Wafer – classic crispy Italian wafer with irresistible vanilla cream filling.,45g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",45g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|vanilla|Italian biscuits|snack
07/04/2026 10.08.55,Poker Hazelnut Sugar free,Assorted Biscuits,Wafers,Lago,"Lago Poker Sugar Free Hazelnut Wafer features delicate, crispy wafer layers filled with hazelnut cream – all without added sugar. Perfect for those watching their sugar intake without compromising on taste.",1200,,78,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605450/claude/poker-hazelnut-sugar-free-023667.jpg,8004800023667,45,"Lago Hazelnut Wafer (Sugar Free) – crispy layered wafer with hazelnut cream filling, no added sugar.",45g,Piece,24,Italy,,Gluten|Dairy|Tree Nuts,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",45g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|hazelnut|Italian biscuits|snack
07/04/2026 10.12.33,Zuppalatte,Assorted Biscuits,Biscuits,Colussi,"Colussi Zuppalatte is a classic Italian biscuit made with quality ingredients. Light, golden, and perfectly sweet. Colussi has been Italy's favourite biscuit brand since 1911.",5500,,11,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605460/claude/zuppalatte-075330.jpg,8002590075330,250,"Colussi Zuppalatte – a beloved classic Italian biscuit, ideal for breakfast and snacking.",250g,Piece,12,Italy,,Gluten|Dairy|Eggs,"{""calories"": 415, ""protein_g"": 9, ""carbs_g"": 70, ""fat_g"": 10, ""fiber_g"": 2, ""sodium_mg"": 250}",50g,~5 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|Colussi|Italian|biscuits
07/04/2026 10.17.20,Biscotto,Assorted Biscuits,Biscuits,Riso Scotti,"Riso Scotti Biscotto is crafted using quality rice flour, creating a light and digestible biscuit that's perfect for breakfast or a midday snack. Deliciously paired with tea, coffee, or a glass of milk.",6000,,2,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605470/claude/biscotto-210099.jpg,8001860210099,350,"Riso Scotti Biscotto – a wholesome Italian rice-based biscuit, light and naturally flavoursome.",350g,Piece,12,Italy,,Gluten|Dairy|Eggs,"{""calories"": 395, ""protein_g"": 8, ""carbs_g"": 72, ""fat_g"": 8, ""fiber_g"": 3, ""sodium_mg"": 280}",40g,~8 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|rice biscuit|Riso Scotti|Italian
07/04/2026 10.21.18,Cocoa and Hazelnut Cookies,Assorted Biscuits,Cookies,Lago,"Lago Cocoa and Hazelnut Cookies are premium Italian shortbread-style cookies baked with finest ingredients. Crisp on the outside, with a melt-in-the-mouth texture. Perfect with tea, coffee, or milk.",5500,,16,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605480/claude/cocoa-and-hazelnut-cookies-006844.jpg,8004800006844,420,"Lago Cookies – buttery, crumbly Italian shortbread cookies great for breakfast or as a snack.",420g,Piece,12,Italy,,Gluten|Dairy|Eggs,"{""calories"": 460, ""protein_g"": 8, ""carbs_g"": 65, ""fat_g"": 18, ""fiber_g"": 2, ""sodium_mg"": 200}",40g,~10 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,cookies|biscuits|Lago|Italian|shortbread
07/04/2026 10.29.18,Frollini Cereal Cookies,Assorted Biscuits,Cookies,Lago,"Lago Frollini Cereal Cookies is an iconic Italian wafer made with thin, crispy layers filled with rich assorted cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",4500,,8,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605490/claude/frollini-cereal-cookies-006813.jpg,80048006813,320,Lago Assorted Wafer – classic crispy Italian wafer with irresistible assorted cream filling.,320g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",320g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|assorted|Italian biscuits|snack
07/04/2026 10.33.57,Delifrolle Cookies sugar free,Assorted Biscuits,Cookies,Lago,"Lago Poker Sugar Free Assorted Wafer features delicate, crispy wafer layers filled with assorted cream – all without added sugar. Perfect for those watching their sugar intake without compromising on taste.",4000,,13,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605500/claude/delifrolle-cookies-sugar-free-006875.jpg,8004800006875,320,"Lago Assorted Wafer (Sugar Free) – crispy layered wafer with assorted cream filling, no added sugar.",320g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",320g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|assorted|Italian biscuits|snack
07/04/2026 10.37.39,Frollini Wholewheat Cookies,Assorted Biscuits,Cookies,Lago,"Lago Frollini Wholewheat Cookies is an iconic Italian wafer made with thin, crispy layers filled with rich assorted cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",4100,,12,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605509/claude/frollini-wholewheat-cookies-006806.jpg,8004800006806,320,Lago Assorted Wafer – classic crispy Italian wafer with irresistible assorted cream filling.,320g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",320g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|assorted|Italian biscuits|snack
07/04/2026 10.42.07,Lady Fingers Savoiardi,Assorted Biscuits,Biscuits,Lago,"Lago Lady Fingers (Savoiardi) are classic Italian sponge biscuits with a light, airy texture that absorbs coffee and liqueur beautifully. The essential component for an authentic Tiramisu, also delicious on their own.",6450,,7,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605518/claude/lady-fingers-savoiardi-008183.jpg,8004800008183,400,"Lago Savoiardi Lady Fingers – light sponge finger biscuits, the essential ingredient for authentic Italian tiramisu.",400g,Piece,12,Italy,,Gluten|Dairy|Eggs,"{""calories"": 380, ""protein_g"": 9, ""carbs_g"": 70, ""fat_g"": 5, ""fiber_g"": 1, ""sodium_mg"": 200}",30g,~13 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,lady fingers|savoiardi|biscuits|tiramisu|Italian|Lago
07/04/2026 10.49.40,Sfogliatine Puff Pastry Sugar Coated,Assorted Biscuits,Biscuits,Lago,"Lago Sfogliatine are thin, ultra-crispy puff pastry biscuits dusted or glazed with sugar. An authentic Italian indulgence – ideal with espresso or as a dessert accompaniment.",3300,,28,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605528/claude/sfogliatine-puff-pastry-sugar-coated-007827.jpg,8004800007827,135,Lago Sfogliatine – delicate sugar-glazed puff pastry biscuits with an irresistible flaky crunch.,135g,Piece,24,Italy,,Gluten|Dairy|Eggs,"{""calories"": 450, ""protein_g"": 6, ""carbs_g"": 55, ""fat_g"": 23, ""fiber_g"": 1, ""sodium_mg"": 280}",35g,~4 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,puff pastry|sfogliatine|biscuit|Italian|Lago
07/04/2026 10.56.27,Sfogliatine Glazed puff pastry with apricot,Assorted Biscuits,Biscuits,Lago,"Lago Sfogliatine are thin, ultra-crispy puff pastry biscuits dusted or glazed with sugar. An authentic Italian indulgence – ideal with espresso or as a dessert accompaniment.",3300,,9,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605537/claude/sfogliatine-glazed-puff-pastry-with-apricot-007810.jpg,8004800007810,135,Lago Sfogliatine – delicate sugar-glazed puff pastry biscuits with an irresistible flaky crunch.,135g,Piece,24,Italy,,Gluten|Dairy|Eggs,"{""calories"": 450, ""protein_g"": 6, ""carbs_g"": 55, ""fat_g"": 23, ""fiber_g"": 1, ""sodium_mg"": 280}",35g,~4 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,puff pastry|sfogliatine|biscuit|Italian|Lago
07/04/2026 11.04.25,Millefoline Sugar Icing  Puff pastry,Assorted Biscuits,Biscuits,Matilde Vicenzi,"Matilde Vicenzi Millefoline Sugar Icing  Puff pastry is a masterpiece of Italian patisserie, crafted with premium ingredients in Verona. Delicately layered and perfectly flaky – a luxurious treat for any occasion.",5000,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605553/claude/millefoline-sugar-icing-puff-pastry-008109.jpg,8000350008109,125,"Matilde Vicenzi puff pastry biscuits – exquisitely light Italian pastry, a true taste of Verona.",125g,Piece,12,Italy,,Gluten|Dairy|Eggs,"{""calories"": 420, ""protein_g"": 7, ""carbs_g"": 68, ""fat_g"": 13, ""fiber_g"": 1, ""sodium_mg"": 180}",25g,~5 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|Matilde Vicenzi|Italian pastry|fine biscuits
07/04/2026 11.08.10,Mini party wafer Hazelnut,Assorted Biscuits,wafers,Lago,"Lago Mini party wafer Hazelnut is an iconic Italian wafer made with thin, crispy layers filled with rich hazelnut cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3100,,12,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605563/claude/mini-party-wafer-hazelnut-003416.jpg,8004800003416,125,Lago Hazelnut Wafer – classic crispy Italian wafer with irresistible hazelnut cream filling.,125g,Piece,24,Italy,,Gluten|Dairy|Tree Nuts,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|hazelnut|Italian biscuits|snack
07/04/2026 11.12.11,Mini Party Vanilla,Assorted Biscuits,Wafers,Lago,"Lago Mini Party Vanilla is an iconic Italian wafer made with thin, crispy layers filled with rich vanilla cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3100,,11,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605574/claude/mini-party-vanilla-003423.jpg,8004800003423,125,Lago Vanilla Wafer – classic crispy Italian wafer with irresistible vanilla cream filling.,125g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|vanilla|Italian biscuits|snack
